CO,H2,NO,H2S,NH3,VOC,CO2,Results
0.033438813,0.251593379,0.126056483,0.118136212,0.197841843,0.169822717,0.228462189,2
0.033790986,0.26658782,0.130771509,0.11961027,0.200855665,0.176316837,0.252230272,2
0.034128683,0.2794979,0.139320268,0.122217577,0.208745524,0.182437143,0.256584987,2
0.032731036,0.288799406,0.142113926,0.121950428,0.212380084,0.191524764,0.270842065,2
0.02446528,0.468093807,0.069305299,0.079288696,0.093557742,0.144852167,0.083590844,2
0.024821563,0.497143853,0.06934779,0.083002096,0.105017903,0.162568694,0.096428733,2
0.027822177,0.520964637,0.074212488,0.086649014,0.111764798,0.166926745,0.109160172,2
0.025685934,0.546726267,0.077475822,0.089102453,0.117833817,0.179167751,0.133959322,2
0.03085687,0.568136551,0.080185166,0.087880697,0.125360997,0.186328374,0.144841915,2
0.025358018,0.588743335,0.087058871,0.093174071,0.126637855,0.194423187,0.156735829,2
0.025248713,0.607631837,0.090253221,0.099414089,0.131200138,0.197880729,0.170838415,2
0.029889744,0.627307349,0.093609239,0.101630949,0.126636102,0.20824193,0.179503915,2
0.026517506,0.645044833,0.095792695,0.104449909,0.133145934,0.20959297,0.193603693,2
0.025312833,0.66077104,0.097639186,0.109383724,0.138677345,0.215124654,0.206074932,2
0.047086417,0.824040612,0.111555974,0.114221747,0.14588836,0.236727562,0.053688796,2
0.053138523,0.8744407,0.117167065,0.120363003,0.158385986,0.261095921,0.063590359,2
0.050335396,0.917722937,0.131254034,0.129301687,0.16717999,0.280850015,0.090525343,2
0.053045994,0.960343608,0.13619245,0.135955938,0.180787617,0.303695521,0.096293776,2
0.051387547,0.998743536,0.149044661,0.139525979,0.184999619,0.324405804,0.113705331,2
0.056621076,1.033888423,0.156602475,0.142934077,0.195822308,0.342179608,0.124687202,2
0.056185166,1.069796591,0.163405816,0.148515331,0.200833871,0.35989045,0.142289699,2
0.056156768,1.099991359,0.171448076,0.149884178,0.20773956,0.373346269,0.153445425,2
0.052746791,1.128536087,0.178024214,0.155456086,0.213339581,0.386990365,0.174424729,2
0.056483478,1.151371128,0.182897013,0.16102488,0.22076336,0.400906482,0.198157239,2
0.038133687,0.773916813,0.075938821,0.100473371,0.130788142,0.215473313,0.095014628,2
0.037321279,0.816167658,0.084769527,0.106587879,0.140786357,0.236585885,0.097071238,2
0.041102176,0.856851074,0.090027782,0.110687083,0.1478165,0.256155149,0.115460914,2
0.038836464,0.894261452,0.099606915,0.115719258,0.155120223,0.27297097,0.127159155,2
0.039341526,0.928430738,0.106180316,0.12201826,0.161525782,0.28835454,0.142071273,2
0.035499434,0.958801043,0.113192098,0.129050527,0.167723148,0.29908767,0.159079413,2
0.029504278,0.98845226,0.117720492,0.133494283,0.178434539,0.315931257,0.172974708,2
0.032735612,1.014969851,0.123194822,0.140574832,0.180815583,0.326751101,0.186531061,2
0.035069547,1.040203204,0.126529063,0.142788663,0.186807332,0.339227453,0.198936819,2
0.036924636,1.062336331,0.129465253,0.147514394,0.189598264,0.351875664,0.227122106,2
0.027835635,0.134585075,0.084059599,0.053111227,0.084125456,0.091755893,0.074654772,2
0.030771203,0.141808878,0.088301689,0.057066387,0.088353008,0.100697509,0.09127002,2
0.031905404,0.147469859,0.093586575,0.05951233,0.096555322,0.108421967,0.103159827,2
0.033261994,0.155019996,0.096762234,0.06164603,0.103953818,0.11560493,0.132192762,2
0.034092258,0.164306514,0.10121002,0.063172578,0.109154088,0.128712091,0.137695654,2
0.036448813,0.171546337,0.110261585,0.066020265,0.105215656,0.133847861,0.149207597,2
0.03100067,0.180310325,0.11150616,0.067478344,0.117029498,0.139928838,0.166272438,2
0.033225348,0.187272533,0.114938206,0.068913599,0.121282239,0.145295358,0.172542824,2
0.028895652,0.192514599,0.119752289,0.069878043,0.123382558,0.14911119,0.188459254,2
0.031449188,0.19658269,0.125756207,0.070677943,0.127127849,0.15054437,0.200737672,2
0.033015203,0.261827274,0.080581926,0.058129456,0.0959704,0.128465003,0.105785677,2
0.034184029,0.280950057,0.086902833,0.06211918,0.099568003,0.141158769,0.124175902,2
0.041605473,0.294207027,0.096192836,0.06417142,0.110101343,0.149444903,0.141106985,2
0.046096501,0.30988309,0.101396473,0.069440617,0.114811657,0.169459037,0.159391171,2
0.043556908,0.334175872,0.104600082,0.070253492,0.121520479,0.182147667,0.172757198,2
0.040952178,0.349126425,0.11228531,0.070653245,0.126954462,0.196303797,0.189817685,2
0.042492612,0.367090349,0.115914922,0.072685058,0.131002064,0.203624447,0.206470274,2
0.040510243,0.382944654,0.12131414,0.071867976,0.134162592,0.215666185,0.222590778,2
0.040362931,0.399100209,0.125951354,0.07390049,0.141448114,0.223747919,0.238397955,2
0.039653037,0.417908184,0.129296831,0.074305635,0.144930131,0.232083347,0.252295723,2
0.040909553,0.392572691,0.086665853,0.067640646,0.083205659,0.144240463,0.065065963,2
0.034738113,0.421021651,0.09470423,0.070526055,0.091011693,0.159531651,0.082742926,2
0.036609118,0.444049677,0.099844715,0.074050359,0.10071568,0.174499559,0.092889421,2
0.033548035,0.469346693,0.105865273,0.079442138,0.104924749,0.184585924,0.111929532,2
0.036406551,0.493593061,0.11284083,0.077531353,0.109562435,0.197820161,0.12491361,2
0.036339029,0.518245543,0.115545263,0.083574497,0.117394166,0.207221299,0.140471151,2
0.032386547,0.539427972,0.122027135,0.083324346,0.119923033,0.218021633,0.164633462,2
0.035929359,0.562844297,0.120206425,0.088510552,0.126631775,0.228010665,0.169735392,2
0.034165198,0.580965756,0.128270562,0.090155903,0.128083374,0.234940453,0.186000555,2
0.036385686,0.602949705,0.125468891,0.092433089,0.134058695,0.245462873,0.201260941,2
0.020790035,0.309897979,0.087417576,0.059988132,0.089770009,0.11450452,0.051632232,2
0.020446864,0.32990189,0.094208322,0.064242643,0.097553063,0.126407208,0.06382427,2
0.019930529,0.349985373,0.100255508,0.0654988,0.104107691,0.137270055,0.079501126,2
0.022899235,0.36823065,0.102907214,0.068963293,0.113769731,0.146486171,0.109949611,2
0.025344296,0.38751732,0.109062053,0.067281635,0.117547682,0.16131718,0.1155591,2
0.027148885,0.403283178,0.113625172,0.071131122,0.123655283,0.167705284,0.132461237,2
0.028565436,0.42147777,0.117197825,0.07510894,0.122067655,0.179661134,0.143220321,2
0.029639149,0.439308337,0.116654541,0.077718042,0.136595146,0.190658597,0.158951144,2
0.015820799,0.454571931,0.125802351,0.078286077,0.142536038,0.188544077,0.169408717,2
0.021338212,0.467230923,0.128670526,0.079345123,0.142848416,0.196387871,0.1846486,2
0.030247786,0.758259309,0.069578719,0.161359909,0.196088954,0.206690092,0.099351707,2
0.034969768,0.800788903,0.075070364,0.173488195,0.215676606,0.224202955,0.130322931,2
0.034434497,0.839344195,0.082070528,0.184858222,0.231981749,0.243891432,0.136454046,2
0.037457672,0.879393324,0.091117277,0.194318597,0.247201223,0.2644299,0.155331909,2
0.038286973,0.913732819,0.098093851,0.204517273,0.262592241,0.279466486,0.178316673,2
0.039571131,0.948294652,0.105062564,0.214325499,0.274423342,0.296207649,0.19552609,2
0.038648014,0.976144574,0.109710992,0.224249674,0.285124986,0.311683045,0.202413733,2
0.038768361,1.006714117,0.111955769,0.238965162,0.300773922,0.325677107,0.216956504,2
0.031990354,1.032697689,0.122391525,0.245550779,0.312812657,0.338755467,0.230610391,2
0.037909155,1.056431539,0.126618369,0.252651147,0.323669484,0.35266242,0.241636882,2
0.046086435,1.027658433,0.078278631,0.147938636,0.162196812,0.288251851,0.104826751,2
0.048681178,1.079975404,0.086119888,0.153551142,0.184735019,0.321254538,0.116077387,2
0.054050142,1.124094092,0.094513048,0.165600759,0.194094465,0.343468275,0.130926379,2
0.045311481,1.169260144,0.098296916,0.181253759,0.209609828,0.365128959,0.154274693,2
0.049071062,1.207159745,0.105611134,0.18886036,0.219529035,0.387891786,0.162124316,2
0.047411369,1.244613922,0.112565704,0.201496373,0.231262433,0.407582436,0.179034045,2
0.046483727,1.276242264,0.122204779,0.209871515,0.241735177,0.423361199,0.192169974,2
0.045621282,1.305780187,0.129363599,0.218502838,0.250764828,0.440067149,0.221716444,2
0.049907399,1.332679359,0.134962897,0.225799263,0.258893231,0.459033408,0.224550681,2
0.047793414,1.35800214,0.140843207,0.23761893,0.269495395,0.470924144,0.240227062,2
0.017309929,0.256138085,0.031617519,0.082348972,0.125591412,0.090589683,0.033833572,2
0.019326239,0.275122432,0.037516081,0.091493308,0.137020659,0.098062837,0.050647155,2
0.011561014,0.293623297,0.042575783,0.099939614,0.151664961,0.105852923,0.057131596,2
0.01778273,0.309373576,0.049483746,0.104175557,0.160356144,0.112568274,0.069780417,2
0.015640623,0.328928645,0.051845364,0.11491339,0.171389848,0.122286233,0.082668588,2
0.017000493,0.345579907,0.056562829,0.121532253,0.179592414,0.131019211,0.099318939,2
0.018367351,0.364159101,0.060550127,0.125690215,0.189259712,0.142052335,0.110792717,2
0.017648656,0.379157794,0.063451714,0.134165302,0.196843938,0.147013432,0.121795031,2
0.022747523,0.393605632,0.067375614,0.138376318,0.205849654,0.157227652,0.13254227,2
0.020952372,0.408303955,0.069650776,0.145860227,0.213007239,0.16228609,0.139792121,2
0.006905114,0.197100526,0.028006517,0.056614002,0.091111071,0.058533005,0.027631555,2
0.011457671,0.215626914,0.034050736,0.061968959,0.090696333,0.067100732,0.038339468,2
0.007748533,0.228396126,0.036961793,0.065894841,0.101943614,0.073127912,0.048357528,2
0.008029672,0.245338409,0.039946885,0.068988454,0.10880967,0.077992882,0.058521394,2
0.00851461,0.260125053,0.043539872,0.074583494,0.11159224,0.086506411,0.084779953,2
0.008769969,0.272328967,0.047360169,0.077479712,0.12294647,0.09096591,0.090410345,2
0.012271943,0.286208632,0.048203659,0.080310131,0.129286341,0.100173065,0.1026676,2
0.003758762,0.298158366,0.051385859,0.083846614,0.143322395,0.0982182,0.12490619,2
0.010226381,0.311650978,0.055982965,0.089224124,0.145231558,0.105518443,0.133149596,2
0.009544527,0.321759365,0.056948462,0.09056785,0.15054663,0.107300235,0.13842745,2
0.005162195,0.166886741,0.023092125,0.070325239,0.077504185,0.057093623,0.055016561,2
0.010453407,0.177574051,0.027666561,0.071221295,0.087467169,0.065270347,0.057866102,2
0.009762492,0.189039014,0.022778937,0.079734261,0.100237847,0.073340073,0.085804638,2
-0.001724909,0.199678313,0.027557353,0.082870602,0.107815735,0.075500348,0.091184517,2
-0.000901535,0.205418797,0.032403763,0.091636517,0.117853798,0.074027536,0.099035448,2
0.003681811,0.212506328,0.032356831,0.090721123,0.120470573,0.080767107,0.113211343,2
0.007111654,0.22329275,0.035584261,0.096593172,0.123061249,0.084150298,0.123808826,2
0.009782718,0.229250734,0.041527239,0.094990182,0.128052274,0.087524552,0.12881141,2
0.010188749,0.234832203,0.044584041,0.101296014,0.128951903,0.091404637,0.137266641,2
0.01609726,0.241933896,0.047583968,0.102863628,0.139053476,0.095450355,0.1498906,2
0.020767413,0.615023831,0.038164945,0.078976238,0.073244535,0.155651795,0.036773089,2
0.024329835,0.649257416,0.038859695,0.085341921,0.091008083,0.168862722,0.051477806,2
0.022193874,0.685424478,0.043253005,0.088301365,0.094789935,0.18401786,0.049273736,2
0.021041757,0.715401777,0.046576629,0.097920158,0.108482152,0.193473215,0.079482285,2
0.024828544,0.745587918,0.04914894,0.103740508,0.114306841,0.206559525,0.079051486,2
0.020823955,0.775408023,0.054369461,0.113769701,0.117557269,0.218956226,0.092232611,2
0.025634166,0.800292918,0.056967071,0.112542465,0.12546512,0.230705771,0.098110324,2
0.027530311,0.823410731,0.057945511,0.123614472,0.135694963,0.237126916,0.10446327,2
0.033020972,0.842666841,0.062392736,0.126896063,0.140113257,0.252949437,0.116678177,2
0.030600428,0.864929503,0.06420129,0.130052991,0.144995969,0.258736388,0.127750274,2
0.024683694,0.491498248,0.043136272,0.116129492,0.139515856,0.142955255,0.108188711,2
0.025925777,0.525166827,0.043962323,0.122659689,0.152288015,0.165167236,0.111664345,2
0.028588574,0.553732108,0.05051724,0.130377644,0.16107004,0.178553851,0.128622894,2
0.026634992,0.580987145,0.057860375,0.136754632,0.171509977,0.19042005,0.154965538,2
0.028499001,0.607731939,0.060865455,0.14308055,0.181172506,0.203720467,0.15800604,2
0.030096748,0.630614695,0.065942464,0.150570061,0.19275614,0.213736943,0.174310838,2
0.027995458,0.653667628,0.071891702,0.158430412,0.199838194,0.223136845,0.185642084,2
0.02782761,0.677117545,0.075567118,0.170057449,0.206060091,0.232864179,0.199736912,2
0.022188419,0.699128912,0.082030544,0.173298037,0.212122345,0.240867529,0.211467478,2
0.02839076,0.717537881,0.08215495,0.18150912,0.221099874,0.251660569,0.224958755,2
0.07928017,1.65233564,0.068372023,0.180153268,0.134506245,0.439551843,0.083813848,2
0.07911177,1.706230078,0.07642079,0.197788595,0.14434801,0.471217302,0.103592662,2
0.079815543,1.754938573,0.084071563,0.208011871,0.159683189,0.504110549,0.113901128,2
0.079994,1.797277571,0.089304743,0.223808489,0.171330712,0.532140534,0.128813034,2
0.081915681,1.834137152,0.098482206,0.237364599,0.181952551,0.555703486,0.14698545,2
0.080988123,1.870302304,0.104913358,0.25040405,0.189375671,0.579411548,0.161268766,2
0.082947101,1.899526694,0.108488625,0.259269237,0.197018261,0.603306574,0.181852968,2
0.083290908,1.929461228,0.116706911,0.269825992,0.203667769,0.620801874,0.190220265,2
0.082430899,1.954063682,0.119010491,0.281182785,0.21168701,0.639481462,0.219402015,2
0.075748415,1.978753095,0.127400592,0.290114905,0.221459406,0.651539758,0.222152739,2
0.014349652,0.500731392,0.023865822,0.065820717,0.073596414,0.124809806,0.047334472,2
0.012343075,0.533687359,0.026825755,0.072725869,0.080453246,0.135047049,0.05946304,2
0.018663201,0.565183854,0.027964901,0.076455633,0.080972283,0.153025202,0.084427296,2
0.016845842,0.593178425,0.030958864,0.083255813,0.091568926,0.160802729,0.083770737,2
0.021601972,0.619519197,0.032336567,0.086765794,0.098529361,0.17101556,0.098383719,2
0.017698751,0.645768999,0.037048998,0.088574911,0.102754117,0.178639951,0.104663464,2
0.021238262,0.671437211,0.035823834,0.091975548,0.108110118,0.189468504,0.132786561,2
0.017861817,0.691998424,0.040241465,0.09696734,0.114558911,0.195619485,0.132860946,2
0.022798984,0.715546254,0.041305621,0.099764817,0.120121447,0.204534538,0.148770523,2
0.023319225,0.736759684,0.043132883,0.10236124,0.117614807,0.212811758,0.155726115,2
0.017485874,0.459063587,0.02797444,0.066930099,0.084624213,0.115557611,0.039952156,2
0.020156661,0.493791703,0.034855524,0.071036533,0.079030139,0.128135151,0.041794288,2
0.019383449,0.522045513,0.038195925,0.074634711,0.091009784,0.13949915,0.058173294,2
0.020015974,0.552805114,0.039975483,0.080458123,0.09802112,0.150734871,0.05773659,2
0.018341474,0.575731459,0.04330974,0.086853861,0.105979051,0.158268111,0.072816315,2
0.019621754,0.603392399,0.046641949,0.092554515,0.112596411,0.169407244,0.082580135,2
0.021117951,0.621882432,0.047236501,0.096586646,0.119082446,0.177258973,0.094116525,2
0.015533027,0.647031715,0.053428233,0.101458512,0.126705452,0.185216864,0.119120241,2
0.022308138,0.666460965,0.057317932,0.099543699,0.128153258,0.193741946,0.13292788,2
0.022704867,0.687830893,0.057423201,0.107039799,0.13443207,0.19923627,0.139354582,2
0.02067848,0.258738025,0.03697201,0.067544517,0.093399835,0.091439004,0.101828862,2
0.020337398,0.276812163,0.042615111,0.073857732,0.10167445,0.099318648,0.113565764,2
0.020507897,0.295053188,0.048013415,0.078709604,0.107667991,0.107531196,0.127462271,2
0.02207864,0.313668659,0.05006628,0.082431299,0.115679251,0.117778073,0.152282783,2
0.029169471,0.325954157,0.054177607,0.086916759,0.125230331,0.125558819,0.168443664,2
0.025546245,0.346020105,0.056232337,0.089652478,0.131084444,0.134823235,0.17884892,2
0.026702114,0.361686733,0.063170502,0.092059537,0.134591904,0.143760164,0.189331903,2
0.024252057,0.3768528,0.066168134,0.097029005,0.142595241,0.148199675,0.20443267,2
0.027075869,0.387130365,0.07110767,0.101115452,0.144804569,0.154286092,0.217843399,2
0.023945246,0.405377201,0.072125789,0.10413409,0.148208791,0.159422339,0.227347231,2
0.013992264,0.120544233,0.042983561,0.064658045,0.095079281,0.063670615,0.120375915,2
0.010479567,0.129463959,0.04966988,0.069939913,0.105136721,0.070146311,0.13597955,2
0.014667693,0.139651168,0.049764689,0.072535257,0.116868875,0.077808767,0.157391926,2
0.013265233,0.149275355,0.053652669,0.078416202,0.124132074,0.085776692,0.177868617,2
0.014193788,0.155879153,0.056607869,0.081241632,0.132091462,0.09098682,0.185321223,2
0.020546236,0.161288482,0.058888929,0.085771362,0.138793262,0.097007108,0.199513801,2
0.01646282,0.171803274,0.062261954,0.086595477,0.146935533,0.104005789,0.213239279,2
0.01559156,0.178738919,0.065774253,0.0916353,0.151883557,0.108345445,0.224172901,2
0.01719521,0.187810939,0.066441756,0.093589947,0.156246988,0.115380099,0.237275414,2
0.004418507,0.19802964,0.071090232,0.097549041,0.165861223,0.117543931,0.250170272,2
0.033183297,0.700187811,0.04623821,0.088320569,0.099036056,0.176617295,0.09137918,2
0.034832618,0.739508592,0.052746329,0.087972611,0.098779523,0.192717185,0.11127993,2
0.033088638,0.774495155,0.057408909,0.097175852,0.109558318,0.207095869,0.124519183,2
0.03468469,0.810657499,0.061132475,0.101755217,0.121203759,0.222138205,0.142076267,2
0.03463538,0.840884218,0.063927857,0.107977023,0.123795692,0.235200421,0.157224525,2
0.031895752,0.871151926,0.069356048,0.111577413,0.131796692,0.246196209,0.171381514,2
0.035848919,0.899454756,0.073724843,0.11159627,0.136955274,0.26072596,0.20068118,2
0.034625828,0.923861082,0.073735297,0.119313103,0.146224614,0.272489681,0.205401106,2
0.035535853,0.946313613,0.075195047,0.12351927,0.151033921,0.282881776,0.219996179,2
0.037059102,0.968443648,0.078940323,0.127493604,0.157354407,0.291894652,0.239455345,2
0.038667101,0.79114996,0.090567346,0.137790828,0.170988657,0.221708827,0.076520251,2
0.044054145,0.837614801,0.096118715,0.146925599,0.187031296,0.242649438,0.096956645,2
0.042384947,0.878533566,0.106662281,0.157079955,0.19958087,0.262370724,0.113489695,2
0.045251833,0.919868466,0.113654863,0.165137268,0.21399442,0.28406271,0.125812842,2
0.04483726,0.956238178,0.123569256,0.172021626,0.22379593,0.301936145,0.146011002,2
0.048096104,0.991091538,0.130832519,0.178629788,0.235122825,0.319193629,0.160106646,2
0.04741659,1.022970582,0.136558404,0.186382503,0.242979429,0.335786747,0.172351716,2
0.047462565,1.053352738,0.141701922,0.19442467,0.254256741,0.349511688,0.185200964,2
0.042368572,1.080616888,0.150207869,0.200503432,0.263076119,0.362872916,0.20251756,2
0.047196316,1.103901334,0.154757691,0.206838013,0.272216422,0.376784451,0.21989706,2
0.056147687,0.957081457,0.074476975,0.119141362,0.115238322,0.284008423,0.094799762,2
0.0566479,0.993590067,0.081661812,0.129953887,0.121958007,0.306188036,0.113884282,2
0.060710508,1.0245728,0.0901322,0.136091646,0.134892266,0.326777726,0.127504057,2
0.06304525,1.053580331,0.095350608,0.146624553,0.143071185,0.350799785,0.144102103,2
0.062736294,1.084156512,0.101541144,0.153809045,0.151736515,0.368925577,0.159871324,2
0.06097015,1.109714364,0.108599334,0.160528647,0.158165066,0.387857673,0.175543225,2
0.062719857,1.133308521,0.112201774,0.165977148,0.164010163,0.40346551,0.194161621,2
0.061900575,1.156202941,0.119010526,0.170846984,0.16891518,0.41823403,0.206405522,2
0.061396915,1.176581946,0.122480923,0.177541637,0.176567562,0.43161469,0.228899985,2
0.057700726,1.198330639,0.128348712,0.18221027,0.183194768,0.441811553,0.237224231,2
0.037582631,0.632988628,0.083503661,0.111162737,0.140993044,0.203806401,0.097049405,2
0.039951081,0.667113183,0.092355443,0.118331214,0.152892969,0.226539446,0.11549235,2
0.042283373,0.697201906,0.099960847,0.12597715,0.164205494,0.243546272,0.127976158,2
0.03733987,0.726744353,0.105446576,0.136611903,0.175198185,0.2584205,0.148050701,2
0.040538477,0.753131826,0.111437891,0.141891663,0.185888466,0.275557934,0.158089682,2
0.039143043,0.779913153,0.116891176,0.149637907,0.194743728,0.289483697,0.179520753,2
0.036488892,0.801705097,0.126402658,0.155607513,0.202886512,0.302279502,0.19001077,2
0.037580436,0.823592802,0.132204716,0.160993265,0.20936633,0.312814295,0.212044362,2
0.03787337,0.843035498,0.138936833,0.165592187,0.215054333,0.325473974,0.218002752,2
0.038334863,0.86169511,0.143114891,0.172175619,0.221551679,0.335646871,0.233030028,2
0.02746574,0.624878778,0.056357495,0.138744701,0.167802405,0.174822674,0.103770209,2
0.030447772,0.662977865,0.059516344,0.148073942,0.183982311,0.194685095,0.120993638,2
0.031511535,0.696538152,0.066293884,0.157617933,0.196525895,0.211222642,0.13253847,2
0.032046332,0.730190235,0.074488826,0.165536615,0.2093556,0.227424975,0.155148723,2
0.033392987,0.760732379,0.079479653,0.173798912,0.221882373,0.241593476,0.168161356,2
0.03483394,0.789454673,0.085502514,0.18244778,0.233589741,0.254972296,0.184918464,2
0.033321736,0.814906101,0.090801347,0.191340043,0.24248159,0.267409945,0.194027909,2
0.033297986,0.841915831,0.093761443,0.204511305,0.253417006,0.279270643,0.208346708,2
0.027089386,0.8659133,0.102211034,0.209424408,0.262467501,0.289811498,0.221038935,2
0.033149957,0.88698471,0.104386659,0.217080134,0.272384679,0.302161495,0.233297818,2
0.051981932,1.071916944,0.055754148,0.14814138,0.13701105,0.291253549,0.09600128,2
0.052518774,1.115698452,0.060191556,0.160224142,0.148318013,0.318192269,0.107628503,2
0.054202058,1.15433534,0.067294401,0.169194757,0.160376615,0.3413322,0.121262011,2
0.053314496,1.189132358,0.073582559,0.18028156,0.171420345,0.361280292,0.141889286,2
0.055207341,1.220934545,0.07967383,0.190222575,0.181562528,0.379711976,0.152495745,2
0.055542435,1.250458499,0.085427911,0.200487055,0.191065905,0.396574246,0.167789802,2
0.05547128,1.276597161,0.090190164,0.208849825,0.198428228,0.413221709,0.183747526,2
0.055559259,1.303289387,0.096137015,0.21994172,0.20486393,0.426833027,0.194978588,2
0.052309659,1.326596297,0.100520518,0.227240411,0.211904678,0.440174495,0.215434747,2
0.052069587,1.348145488,0.104777771,0.235812012,0.22127964,0.451600164,0.223555747,2
0.021084784,0.475280917,0.035555356,0.091529796,0.112070034,0.129256433,0.074070434,2
0.023041219,0.509479265,0.039408923,0.096848111,0.115659077,0.146651193,0.076729316,2
0.023986011,0.537888811,0.044356583,0.102506177,0.126039912,0.159026501,0.093398094,2
0.023325483,0.566896129,0.048917929,0.108606377,0.134765549,0.17057746,0.106351064,2
0.023420238,0.591731699,0.052087598,0.114967206,0.143575779,0.180994289,0.115411177,2
0.024859251,0.617003547,0.056292207,0.121562288,0.152676276,0.191572094,0.128445487,2
0.024556704,0.63777503,0.059564101,0.127508529,0.15946032,0.200197909,0.139879305,2
0.021680318,0.66207463,0.064497676,0.135757981,0.166382772,0.209040522,0.159428576,2
0.022248278,0.682794939,0.069674238,0.136420868,0.170137801,0.217304737,0.172197679,2
